Dims,NDCG,MAP,TOP1 Precision,TOP1 Recall,TOP1 F1,TOP3 Precision,TOP3 Recall,TOP3 F1,TOP5 Precision,TOP5 Recall,TOP5 F1
0,0.46351626921868383,0.29896825396825394,0.06666666666666667,0.0625,0.06451612903225808,0.15555555555555556,0.4375,0.2295081967213115,0.12,0.5625,0.19780219780219782
1,0.5104676938307752,0.35785714285714293,0.2,0.1875,0.19354838709677422,0.1111111111111111,0.3125,0.1639344262295082,0.14666666666666667,0.6875,0.24175824175824173
