Dims,NDCG,MAP,TOP1 Precision,TOP1 Recall,TOP1 F1,TOP3 Precision,TOP3 Recall,TOP3 F1,TOP5 Precision,TOP5 Recall,TOP5 F1
ACF,0.4500112704301914,0.3944570785461252,0.36,0.12,0.18,0.28,0.28,0.28,0.248,0.41333333333333333,0.31
ACF,0.48509470420179157,0.41333520004820307,0.4,0.13333333333333333,0.2,0.32,0.32,0.32,0.256,0.4266666666666667,0.32
